API NO.,PlatLink,District,Lease,Well Number,Permitted Operator,County,Status Date,Status Number,Wellbore Profiles,Filing Purpose,Amend,Total Depth,Stacked Lateral Parent Well DP #,Status,PlatFilePath
32946771,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946771&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946771,Links Images GIS Viewer Completion,08,CMC BUTTERCUP 25-37 UNIT,0371WA,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 01/22/2024 Approved: 01/25/2024,896719,Horizontal,New Drill,N,11405,data/plat_files/0371WA/32946771.tif
32946772,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946772&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946772,Links Images GIS Viewer Completion,08,CMC BUTTERCUP 25-37 UNIT,0372WC,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 01/22/2024 Approved: 01/25/2024,896720,Horizontal,New Drill,N,11405,data/plat_files/0372WC/32946772.tif
32946773,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946773&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946773,Links Images GIS Viewer Completion,08,CMC BUTTERCUP 25-37 UNIT,0373WB,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 01/22/2024 Approved: 01/25/2024,896721,Horizontal,New Drill,N,11405,data/plat_files/0373WB/32946773.tif
32946774,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946774&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946774,Links Images GIS Viewer Completion,08,CMC BUTTERCUP 25-37 UNIT,0374WA,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 01/22/2024 Approved: 01/25/2024,896722,Horizontal,New Drill,N,11405,data/plat_files/0374WA/32946774.tif
32946775,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946775&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946775,Links Images GIS Viewer Completion,08,CMC BUTTERCUP 25-37 UNIT,0375WC,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 01/22/2024 Approved: 01/25/2024,896723,Horizontal,New Drill,N,11405,data/plat_files/0375WC/32946775.tif
32946776,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946776&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946776,Links Images GIS Viewer Completion,08,CMC BUTTERCUP 25-37 UNIT,0376WB,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 01/22/2024 Approved: 01/25/2024,896724,Horizontal,New Drill,N,11405,data/plat_files/0376WB/32946776.tif
32946650,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946650&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946650,Links Images GIS Viewer Completion,08,CMC PEONY A,0361CL,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 11/08/2023 Approved: 01/02/2024,895164,Horizontal,New Drill,N,11303,data/plat_files/0361CL/32946650.tif
32946651,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946651&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946651,Links Images GIS Viewer Completion,08,CMC PEONY A,0362WC,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 11/08/2023 Approved: 01/02/2024,895165,Horizontal,New Drill,N,11303,data/plat_files/0362WC/32946651.tif
32946652,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946652&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946652,Links Images GIS Viewer Completion,08,CMC PEONY D,0363CL,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 11/08/2023 Approved: 01/02/2024,895166,Horizontal,New Drill,N,11303,data/plat_files/0363CL/32946652.tif
32946653,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946653&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdexM7saJidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOa3zYD60z1v3lsmyKCQJBGTiaXssaZRpbNB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUft6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6XzI8gmDh15eSNW-Tjf1aWv5W0glG3Br-V8Wtz_FQtdSkr8CiAsyhhrSIdHFVCK3ru__-v5r8A0-A38bMCAAA,32946653,Links Images GIS Viewer Completion,08,CMC PEONY D,0364JM,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 11/08/2023 Approved: 01/02/2024,895167,Horizontal,New Drill,N,11303,data/plat_files/0364JM/32946653.tif
32946654,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946654&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946654,Links Images GIS Viewer Completion,08,CMC PEONY F,0365WC,CHEVRON U. S. A. INC.(148113),MIDLAND,Submitted: 11/08/2023 Approved: 01/02/2024,895168,Horizontal,New Drill,N,11303,data/plat_files/0365WC/32946654.tif
13544013,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=13544013&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,13544013,Links Images GIS Viewer Completion,08,MILLARD -E- (18110),105,"RING ENERGY, INC.(712382)",ECTOR,Submitted: 11/30/2023 Approved: 01/09/2024,895638,Vertical,New Drill,N,8500,data/plat_files/105/13544013.tif
32946699,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946699&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946699,Links Images GIS Viewer Completion,08,CRESPI C30A (61821),1H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/03/2024,895639,Horizontal,New Drill,N,10605,data/plat_files/1H/32946699.tif
32946698,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946698&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946698,Links Images GIS Viewer Completion,08,CRESPI C30B (61852),2H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/03/2024,895636,Horizontal,New Drill,N,10605,data/plat_files/2H/32946698.tif
32946697,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946697&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946697,Links Images GIS Viewer Completion,08,CRESPI C30C (61827),3H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895633,Horizontal,New Drill,N,10605,data/plat_files/3H/32946697.tif
32946696,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946696&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946696,Links Images GIS Viewer Completion,08,CRESPI C30D (61848),4H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895632,Horizontal,New Drill,N,10605,data/plat_files/4H/32946696.tif
32946694,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946694&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946694,Links Images GIS Viewer Completion,08,CRESPI C30E (61850),5H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895626,Horizontal,New Drill,N,10605,data/plat_files/5H/32946694.tif
32946695,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946695&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946695,Links Images GIS Viewer Completion,08,CRESPI C30F (61820),6H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895620,Horizontal,New Drill,N,10605,data/plat_files/6H/32946695.tif
32946693,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946693&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946693,Links Images GIS Viewer Completion,08,CRESPI E30A (62045),1H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895616,Horizontal,New Drill,N,10605,data/plat_files/1H/32946693.tif
32946692,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946692&rrcActionMan=H4sIAAAAAAAAAM1Ry2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotlAEtmVWch_gj-_KIdA6PZdelp3ZYRiNJs4YiIkzDvwBsS7r6Hy_r7Gp2Alm_t2c9TAEkdM5j-ZDh9z6t0yWRSFJICATT9tjSatMa4OubV1vnw12LobdaPDz6po3nkQFdCZefHPwG922RChAE0fsD_7FaKwvRD0CuwtThflaog35oFF3r7odzZyRPLlUmdhIsU5QwdlY14eji8mN7H5gLhZ4oRcFME4vmYcgmDh15eSNW-Tjf1ZWuJW0gkFbg9_K-LU5fqqWupSVPl0AZ5OEtZqKtKk0VjTuDf5X9V-hmj4-tAIAAA,32946692,Links Images GIS Viewer Completion,08,CRESPI E30B (62153),2H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895615,Horizontal,New Drill,N,10605,data/plat_files/2H/32946692.tif
32946691,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946691&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdelp3ZYZidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOZ3zYD60z1v3lsmyKCQJBGTiaXssaZVpbdB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUfr6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6fzEMQTJy6cvLGLfLxPyvL30pawahbg9_K-LU5fqqWupQVZBTAWZSwVrEAwaJKcEXj3uB_Vf8F9TcbVrQCAAA,32946691,Links Images GIS Viewer Completion,08,CRESPI E30C (61849),3H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895614,Horizontal,New Drill,N,10605,data/plat_files/3H/32946691.tif
32946690,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946690&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdelp3ZYZidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOZ3zYD60z1v3lsmyKCQJBGTiaXssaZVpbdB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUfr6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6fzEMQTJy6cvLGLfLxPyvL30pawahbg9_K-LU5fqqWupQVZBTAWZSwVrEAwaJKcEXj3uB_Vf8F9TcbVrQCAAA,32946690,Links Images GIS Viewer Completion,08,CRESPI E30D (61927),4H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895613,Horizontal,New Drill,N,10605,data/plat_files/4H/32946690.tif
32946689,https://rrcsearch3.neubus.com/esd3-rrc/api.php?function=GetImage&api_no=32946689&rrcActionMan=H4sIAAAAAAAAAM1Qy2rDMBD8Gvdo9LBCc9iDCem5SUNzMDkotnAEtmVWch-gj-_KIdA6PZdelp3ZYZidyBkDETnjwB8Q67IO1g37GpuKnWDm381Zj6MXOZ3zYD60z1v3lsmyKCQJBGTiaXssaZVpbdB2nR3aZ4O9DX43Gfy8uuaNI1EBvQkX1xzcRncdEQrQhAmHg3sxGusLUY_A7sJUfr6W2Pp81Kj7V91NZs5InlyqTGykWCeo4GxaO_ijDcmN7H5gLhZ4oRcFME6fzEMQTJy6cvLGLfLxPyvL30pawahbg9_K-LU5fqqWupQVZBTAWZSwVrEAwaJKcEXj3uB_Vf8F9TcbVrQCAAA,32946689,Links Images GIS Viewer Completion,08,CRESPI E30E (62059),5H,"PIONEER NATURAL RES. USA, INC.(665748)",MIDLAND,Submitted: 11/30/2023 Approved: 01/05/2024,895612,Horizontal,New Drill,N,10605,data/plat_files/5H/32946689.tif
